"ID","GameID","KingID","TeamName","URL","Titre","Notes","Region","HCMap","HRMap"
"538","","Orseac","","HC=61&amp;HR=8&amp;HCM=54&amp;HRM=2","Poste marchand de d&apos;Orseac","","Collines de Glace","54","2"
"539","","Brumor","","HC=92&amp;HR=19&amp;HCM=86&amp;HRM=12","6 dricks 92.19","","Vielle Forêt / Grande Assemblée","86","12"
"541","","Ellyria","","HC=59&amp;HR=18&amp;HCM=52&amp;HRM=10","Fort de la Porte du Midgard","","Plaines du Sabot / Midgard","52","10"
"542","","Brumor","","HC=87&amp;HR=26&amp;HCM=80&amp;HRM=20","13 dricks en 87.26","","Vielle Forêt / Pays Dur","80","20"
"543","","Brumor","","HC=97&amp;HR=28&amp;HCM=90&amp;HRM=22","9 dricks en 97.28","","Pays Dur","90","22"
"544","","Amasse","","HC=33&amp;HR=59&amp;HCM=26&amp;HRM=50","Chez Bielle","","Ile de Feu","26","50"
"545","","Mahoud","","HC=85&amp;HR=88&amp;HCM=78&amp;HRM=80","Kuacha","","Pays des Caïmans / Jungle Mahoud","78","80"
"547","","Hannah","","HC=45&amp;HR=19&amp;HCM=38&amp;HRM=13","Chaumière","","Baie Vaseuse","38","13"
"548","","Hannah","","HC=85&amp;HR=71&amp;HCM=78&amp;HRM=65","Port","","Grand Ecrin / Vallée de l&apos;Encens","78","65"
"549","","Aedail","","HC=89&amp;HR=52&amp;HCM=82&amp;HRM=46","Chutes de Tarä, Gloire d&apos;Oraniel","","Grande Forêt / Montagnes de Bourbe","82","46"
"550","","Aedail","","HC=90&amp;HR=63&amp;HCM=82&amp;HRM=57","Nellâhtro","","Grande Forêt / Vallée de l&apos;Encens / Miroir des fées","82","57"
"551","","Aedail","","HC=85&amp;HR=71&amp;HCM=78&amp;HRM=65","Etang aux écrevisses","","Grand Ecrin / Vallée de l&apos;Encens","78","65"
"553","","Brumor","","HC=85&amp;HR=24&amp;HCM=78&amp;HRM=19","17 dricks en 85.24","","Collines Sanglantes / Vielle Forêt","78","19"
"554","","Karibov","","HC=53&amp;HR=4&amp;HCM=46&amp;HRM=0","Moroz Zamok","","Collines de Glace / Yanovie","46","0"
"555","","Karibov","","HC=53&amp;HR=7&amp;HCM=44&amp;HRM=2","Isdranoiva","","Collines de Glace / Yanovie","44","2"
"558","","Florestan","","HC=42&amp;HR=40&amp;HCM=34&amp;HRM=34","Terres Sud Est","","Côte d&apos;Arain","34","34"
"559","","Florestan","","HC=51&amp;HR=22&amp;HCM=36&amp;HRM=20","Terres Nord Est","","Baie Vaseuse / Kholf","36","20"
"560","","Genghis","","HC=93&amp;HR=14&amp;HCM=86&amp;HRM=8","Trøndelag","","Grande Froide / Vielle Forêt","86","8"
"561","","Karibov","","HC=50&amp;HR=5&amp;HCM=46&amp;HRM=0","Yaningrad","","Côte Gelée / Yanovie","46","0"
"562","","Karibov","","HC=52&amp;HR=5&amp;HCM=46&amp;HRM=0","Vaslow","","Côte Gelée / Collines de Glace / Yanovie","46","0"
"563","","Bakhtawar","","HC=50&amp;HR=95&amp;HCM=44&amp;HRM=90","N&apos;Kabirksounamoun","","Vallée des Mourants","44","90"
"564","","Hafniar","","HC=87&amp;HR=14&amp;HCM=78&amp;HRM=8","Teutates","","Grande Froide / Vielle Forêt / Terres Sauvages","78","8"
"565","","Hafniar","","HC=86&amp;HR=14&amp;HCM=78&amp;HRM=8","Village","","Grand Chenal / Grande Froide / Collines Sanglantes / Vielle Forêt / Terres Sauvages","78","8"
"566","","Svetlai","","HC=51&amp;HR=4&amp;HCM=44&amp;HRM=0","Caserne de Katyushgrad","","Côte Gelée / Yanovie","44","0"
"568","","Vittel","","HC=80&amp;HR=75&amp;HCM=72&amp;HRM=69","Ports sud - la côte","","Grand Ecrin","72","69"
"569","","Snerdis","","HC=49&amp;HR=98&amp;HCM=42&amp;HRM=92","Akhmanutep","","Vallée des Mourants","42","92"
"570","","Vittel","","HC=69&amp;HR=58&amp;HCM=56&amp;HRM=56","Sérénissime - Cavallieri","","La Verte / Le Grenier / La Sérénissime","56","56"
"571","","Svetlai","","HC=54&amp;HR=8&amp;HCM=44&amp;HRM=0","Ruines de Dasp","","Collines de Glace / Yanovie","44","0"
"572","","Ellyria","","HC=39&amp;HR=9&amp;HCM=30&amp;HRM=4","Ijstuur","","Côte Gelée","30","4"
"573","","Ellyria","","HC=62&amp;HR=13&amp;HCM=54&amp;HRM=7","Poste frontière de Fiou c&apos;est haut !","","Collines de Glace","54","7"
"577","","Fenril","","HC=102&amp;HR=52&amp;HCM=94&amp;HRM=46","Borgolmidar","","Grande Forêt / Lac Perché / Montagnes de Bourbe / Ghestalt","94","46"
"578","","Hafniar","","HC=87&amp;HR=15&amp;HCM=80&amp;HRM=8","Exploration 6/11 alpha","","Vielle Forêt / Terres Sauvages","80","8"
"579","","Hafniar","","HC=83&amp;HR=14&amp;HCM=76&amp;HRM=8","Exploration 6/11 beta","","Grand Chenal / Collines Sanglantes / Terres Sauvages","76","8"
"580","","Hafniar","","HC=84&amp;HR=13&amp;HCM=76&amp;HRM=7","Exploration 6/11 delta","","Grand Chenal / Vielle Forêt / Terres Sauvages","76","7"
"581","","Hafniar","","HC=86&amp;HR=14&amp;HCM=78&amp;HRM=6","Exploration 6/11 gamma","","Grand Chenal / Grande Froide / Collines Sanglantes / Vielle Forêt / Terres Sauvages","78","6"
"582","","Hafniar","","HC=89&amp;HR=13&amp;HCM=82&amp;HRM=7","Port Givre Clan des Griffes et des Crocs","","Grande Froide / Vielle Forêt","82","7"
"583","","Hafniar","","HC=89&amp;HR=14&amp;HCM=82&amp;HRM=8","Hammarsäng","","Grande Froide / Vielle Forêt","82","8"
"584","","Hafniar","","HC=90&amp;HR=14&amp;HCM=80&amp;HRM=9","Foret de Port Givre","","Grande Froide / Vielle Forêt","80","9"
"585","","Hafniar","","HC=89&amp;HR=16&amp;HCM=80&amp;HRM=9","Forêt dYsengrin","","Vielle Forêt","80","9"
"586","","Sxkl","","HC=107&amp;HR=21&amp;HCM=100&amp;HRM=15","10 dricks en 107.21","","Terre des Trolls","100","15"
"587","","Svetlai","","HC=50&amp;HR=5&amp;HCM=44&amp;HRM=0","Yaningrad","","Côte Gelée / Yanovie","44","0"
"588","","Brumor","","HC=101&amp;HR=22&amp;HCM=92&amp;HRM=16","101.22 plantation","","Vielle Forêt / Grande Assemblée","92","16"
"589","","Vahram","","HC=29&amp;HR=94&amp;HCM=20&amp;HRM=84","Front de l&apos;eau","","Empire d&apos;Or","20","84"
"590","","Claude","","HC=55&amp;HR=12&amp;HCM=48&amp;HRM=6","Tanière des ours - Coin des raquetteurs","","Collines de Glace / Midgard","48","6"
"591","","Claude","","HC=56&amp;HR=12&amp;HCM=48&amp;HRM=7","Vertcollines","","Collines de Glace / Midgard","48","7"
"592","","Brumor","","HC=91&amp;HR=23&amp;HCM=90&amp;HRM=18","18 dricks en 91.23","","Vielle Forêt","90","18"
"593","","Claude","","HC=44&amp;HR=10&amp;HCM=36&amp;HRM=4","Estuaire de la Louve","","Côte Gelée / Baie Vaseuse","36","4"
"594","","Bakhtawar","","HC=93&amp;HR=98&amp;HCM=82&amp;HRM=92","Ehpola (Comptoir)","","Golfe des Epices","82","92"
"595","","Vittel","","HC=98&amp;HR=69&amp;HCM=90&amp;HRM=63","Monts Ettins","","Vallée de l&apos;Encens / Terres des vandales","90","63"
"596","","Claude","","HC=62&amp;HR=16&amp;HCM=56&amp;HRM=10","Base Givrecroc","","Plaines du Sabot","56","10"
"597","","Bakhtawar","","HC=92&amp;HR=82&amp;HCM=84&amp;HRM=76","Qarkiisa","","Pont de Terre","84","76"
"598","","Mahoud","","HC=92&amp;HR=82&amp;HCM=82&amp;HRM=76","Qarkiisa","","Pont de Terre","82","76"
"599","","Sxkl","","HC=91&amp;HR=26&amp;HCM=84&amp;HRM=21","91.26  15dricks","","Vielle Forêt / Pays Dur","84","21"
"600","","Claude","","HC=50&amp;HR=18&amp;HCM=42&amp;HRM=12","V Wintersea","","Baie Vaseuse / Midgard","42","12"
"601","","Claude","","HC=53&amp;HR=15&amp;HCM=50&amp;HRM=9","Noiretour","","Plaines du Sabot / Midgard","50","9"
"602","","Claude","","HC=53&amp;HR=14&amp;HCM=46&amp;HRM=8","Conté de Buzardie","","Collines de Glace / Plaines du Sabot / Midgard","46","8"
"603","","Claude","","HC=53&amp;HR=16&amp;HCM=46&amp;HRM=8","La quatorzième division","","Plaines du Sabot / Midgard","46","8"
"604","","Claude","","HC=54&amp;HR=15&amp;HCM=48&amp;HRM=9","Alésinne","","Plaines du Sabot / Midgard","48","9"
"605","","Claude","","HC=52&amp;HR=17&amp;HCM=44&amp;HRM=11","Bois Corail","","Baie Vaseuse / Plaines du Sabot / Midgard","44","11"
"606","","Eejil","","HC=76&amp;HR=13&amp;HCM=68&amp;HRM=7","De morts et de Pierres (Khaidu)","","Grand Chenal / Terres Sauvages","68","7"
"607","","Claude","","HC=54&amp;HR=13&amp;HCM=48&amp;HRM=6","Brumeval","","Collines de Glace / Midgard","48","6"
"608","","Claude","","HC=53&amp;HR=13&amp;HCM=48&amp;HRM=6","Mont St-Jean le pieux","","Collines de Glace / Midgard","48","6"
"609","","Claude","","HC=52&amp;HR=14&amp;HCM=44&amp;HRM=8","Les papéteries","","Côte Gelée / Collines de Glace / Baie Vaseuse / Plaines du Sabot / Midgard","44","8"
"610","","Claude","","HC=42&amp;HR=10&amp;HCM=34&amp;HRM=5","Réserve Minière de Bain Sanglant","","Côte Gelée / Baie Vaseuse","34","5"
"611","","Claude","","HC=60&amp;HR=16&amp;HCM=50&amp;HRM=9","Les collines du sabot","","Plaines du Sabot","50","9"
"612","","Elleray","","HC=89&amp;HR=61&amp;HCM=78&amp;HRM=61","Feanor / Miroir","","Grande Forêt / Vallée de l&apos;Encens / Miroir des fées","78","61"
"613","","Wolfen","","HC=73&amp;HR=14&amp;HCM=68&amp;HRM=10","Dorvo perces lignes , pendars tacticiens caverne d","","Grand Chenal / Collines Sanglantes / Terres Sauvages","68","10"
"614","","Brumor","","HC=104&amp;HR=21&amp;HCM=96&amp;HRM=12","9 dricks en 104.21","","Terre des Trolls","96","12"
"615","","Brumor","","HC=105&amp;HR=21&amp;HCM=90&amp;HRM=18","9 dricks en 105.21","","Terre des Trolls","90","18"
"616","","Brumor","","HC=100&amp;HR=24&amp;HCM=90&amp;HRM=19","4 dricks en 99.24","","Vielle Forêt / Pays Dur / Grande Assemblée","90","19"
"617","","Brumor","","HC=103&amp;HR=23&amp;HCM=92&amp;HRM=18","4 dricks en 103.23","","Terre des Trolls / Mer Fumante","92","18"
"618","","Elleray","","HC=43&amp;HR=23&amp;HCM=36&amp;HRM=17","Planquette de veau","","Baie Vaseuse","36","17"
"619","","Claude","","HC=43&amp;HR=10&amp;HCM=36&amp;HRM=4","Coin merdeux","","Côte Gelée / Baie Vaseuse","36","4"
"620","","Claude","","HC=55&amp;HR=11&amp;HCM=48&amp;HRM=5","Accueil","","Collines de Glace / Midgard","48","5"
"621","","Claude","","HC=56&amp;HR=11&amp;HCM=48&amp;HRM=5","Collines du Fond de Lauren","","Collines de Glace / Midgard","48","5"
"622","","Claude","","HC=57&amp;HR=12&amp;HCM=50&amp;HRM=6","L&apos;ilo","","Collines de Glace / Midgard","50","6"
"623","","Claude","","HC=61&amp;HR=13&amp;HCM=54&amp;HRM=7","Plaine de Minos","","Collines de Glace","54","7"
"624","","Claude","","HC=43&amp;HR=11&amp;HCM=36&amp;HRM=4","Marais des damnés","","Côte Gelée / Baie Vaseuse","36","4"
"625","","Claude","","HC=62&amp;HR=13&amp;HCM=54&amp;HRM=7","Poste frontière de Fiou c&apos;est haut !","","Collines de Glace","54","7"
"626","","Claude","","HC=62&amp;HR=14&amp;HCM=54&amp;HRM=8","La pierre du serment","","Collines de Glace / Plaines du Sabot","54","8"
"627","","Claude","","HC=51&amp;HR=15&amp;HCM=44&amp;HRM=9","Plantations et champs","","Baie Vaseuse / Midgard","44","9"
"628","","Claude","","HC=52&amp;HR=15&amp;HCM=44&amp;HRM=9","Les scieries de Buzardie","","Baie Vaseuse / Plaines du Sabot / Midgard","44","9"
"629","","Claude","","HC=62&amp;HR=15&amp;HCM=54&amp;HRM=9","Poste frontière de Givre-Air","","Plaines du Sabot","54","9"
"630","","Claude","","HC=58&amp;HR=16&amp;HCM=50&amp;HRM=10","Coccinelle Coquine","","Plaines du Sabot / Midgard","50","10"
"631","","Claude","","HC=63&amp;HR=16&amp;HCM=56&amp;HRM=10","Givre-Terre","","Plaines du Sabot","56","10"
"632","","Claude","","HC=64&amp;HR=16&amp;HCM=56&amp;HRM=10","Sillon de la lune","","Plaines du Sabot","56","10"
"633","","Claude","","HC=62&amp;HR=19&amp;HCM=54&amp;HRM=13","Rougesylve","","Plaines du Sabot","54","13"
"634","","Claude","","HC=50&amp;HR=15&amp;HCM=44&amp;HRM=9","Les plantations","","Baie Vaseuse / Midgard","44","9"
"635","","Claude","","HC=63&amp;HR=15&amp;HCM=56&amp;HRM=10","Givreforest","","Plaines du Sabot","56","10"
"636","","Marraine","","HC=79&amp;HR=59&amp;HCM=72&amp;HRM=53","Grennaïe - Antre","","Le Grenier","72","53"
"637","","Boisbande","","HC=33&amp;HR=59&amp;HCM=30&amp;HRM=54","Quai de la Rache","","Ile de Feu","30","54"
"638","","Babotchkine","","HC=85&amp;HR=40&amp;HCM=74&amp;HRM=32","Havre Givrecroc","","Landes Amères / Forêt Centrale","74","32"
"639","","Brumor","","HC=105&amp;HR=21&amp;HCM=96&amp;HRM=13","9dricks en 105.21 chez murmure","","Terre des Trolls","96","13"
"640","","Babotchkine","","HC=105&amp;HR=41&amp;HCM=92&amp;HRM=35","Fèbl","","Monts Morts","92","35"
"641","","Sxkl","","HC=87&amp;HR=26&amp;HCM=84&amp;HRM=23","13 dricks 87.26","","Vielle Forêt / Pays Dur","84","23"
"642","","Calias","","HC=95&amp;HR=74&amp;HCM=86&amp;HRM=68","Telaar tanière bakthawar","","Vallée de l&apos;Encens / Pont de Terre","86","68"
"643","","Svetlai","","HC=54&amp;HR=4&amp;HCM=44&amp;HRM=0","Landes de Gvozdika","","Collines de Glace / Yanovie","44","0"
"644","","Zavatta","","HC=108&amp;HR=47&amp;HCM=96&amp;HRM=40","Comptoir des Marchands Organisés","","Monts Morts / Lac Perché","96","40"
"645","","Hannah","","HC=90&amp;HR=63&amp;HCM=82&amp;HRM=57","Nellâhtro","","Grande Forêt / Vallée de l&apos;Encens / Miroir des fées","82","57"
"646","","Boule","","HC=86&amp;HR=58&amp;HCM=80&amp;HRM=56","Gribouilli","","Le Grenier / Grande Forêt / Miroir des fées","80","56"
"647","","Aedail","","HC=89&amp;HR=53&amp;HCM=82&amp;HRM=46","Creuse de l&apos;Ondin","","Grande Forêt / Montagnes de Bourbe","82","46"
"648","","Claude","","HC=64&amp;HR=15&amp;HCM=56&amp;HRM=10","Bois de Cendre","","Plaines du Sabot","56","10"
"649","","Claude","","HC=65&amp;HR=15&amp;HCM=56&amp;HRM=10","Foret des poilus","","Plaines du Sabot","56","10"
"650","","Claude","","HC=59&amp;HR=20&amp;HCM=48&amp;HRM=12","Tanzlangenscheidt","","Plaines du Sabot / Kholf","48","12"
"651","","Claude","","HC=61&amp;HR=11&amp;HCM=54&amp;HRM=5","Baronnie de Loise","","Collines de Glace","54","5"
"652","","Eejil","","HC=55&amp;HR=16&amp;HCM=48&amp;HRM=10","Eau vive","","Plaines du Sabot / Midgard","48","10"
"653","","Lear","","HC=47&amp;HR=52&amp;HCM=36&amp;HRM=48","Golfe de Pierre","","Côte d&apos;Arain / Golfe de Pierre / Onad","36","48"
"654","","Brumor","","HC=90&amp;HR=29&amp;HCM=84&amp;HRM=23","2 dricks 91.22","","Pays Dur","84","23"
"655","","Brumor","","HC=91&amp;HR=26&amp;HCM=84&amp;HRM=21","15 dricks en 91.26","","Vielle Forêt / Pays Dur","84","21"
"656","","Brumor","","HC=90&amp;HR=26&amp;HCM=84&amp;HRM=20","4 dricks en 90.26","","Vielle Forêt / Pays Dur","84","20"
"657","","Brumor","","HC=92&amp;HR=24&amp;HCM=84&amp;HRM=20","2 dricks en 92.24","","Vielle Forêt / Pays Dur / Grande Assemblée","84","20"
"658","","Brumor","","HC=92&amp;HR=22&amp;HCM=84&amp;HRM=22","3 dricks en 92.22","","Vielle Forêt / Grande Assemblée","84","22"
"659","","Brumor","","HC=88&amp;HR=25&amp;HCM=82&amp;HRM=19","4 gemmes en 88.25","","Vielle Forêt / Pays Dur","82","19"
"660","","Brumor","","HC=89&amp;HR=24&amp;HCM=82&amp;HRM=18","2 dricks en 89.24","","","82","18"
"662","","Brumor","","HC=91&amp;HR=13&amp;HCM=84&amp;HRM=8","8 dricks en 91.13","","Grande Froide / Vielle Forêt","84","8"
"663","","Brumor","","HC=72&amp;HR=21&amp;HCM=64&amp;HRM=15","71.21 82 dricks","","Collines Sanglantes / Crache flammes","64","15"
"664","","Brumor","","HC=88&amp;HR=26&amp;HCM=80&amp;HRM=20","20 dricks et 10 gemmes en 88.26","","Vielle Forêt / Pays Dur","80","20"
"665","","Brumor","","HC=89&amp;HR=21&amp;HCM=82&amp;HRM=15","17 dricks en 89.21","","Vielle Forêt","82","15"
"666","","Brumor","","HC=87&amp;HR=23&amp;HCM=82&amp;HRM=20","18 dricks en 87.23","","Vielle Forêt","82","20"
"667","","Brumor","","HC=75&amp;HR=19&amp;HCM=72&amp;HRM=11","9 dricks et 8 gemmes en 75.19","","Collines Sanglantes / Crache flammes","72","11"
"668","","Plum","","HC=75&amp;HR=14&amp;HCM=68&amp;HRM=7","Memorial d&apos;Oyu Tolgoi","","Grand Chenal / Collines Sanglantes / Terres Sauvages","68","7"
"670","","Alexius","","HC=43&amp;HR=89&amp;HCM=36&amp;HRM=83","Central Ramauk","","Vallée des Mourants","36","83"
"671","","Brumor","","HC=98&amp;HR=30&amp;HCM=90&amp;HRM=24","96.28 9 dricks et 7 gemmes","","Pays Dur / Harapan","90","24"
"672","","Aranos","","HC=45&amp;HR=10&amp;HCM=38&amp;HRM=7","La Basse Louve (cours d&apos;eau)","","Côte Gelée / Baie Vaseuse","38","7"
"673","","Eejil","","HC=67&amp;HR=12&amp;HCM=60&amp;HRM=7","Chapelle des Valeureux","","Collines de Glace","60","7"
"674","","Amasse","","HC=24&amp;HR=78&amp;HCM=16&amp;HRM=71","Anül Yngus","","Détroit d&apos;Espérance / Côte Fantôme","16","71"
"676","","Vittel","","HC=100&amp;HR=87&amp;HCM=92&amp;HRM=81","Pont de Terre - 2","","Golfe des Epices","92","81"
"677","","Vittel","","HC=84&amp;HR=36&amp;HCM=78&amp;HRM=33","Landes amères - 1","","Landes Amères","78","33"
"678","","Claude","","HC=51&amp;HR=18&amp;HCM=42&amp;HRM=12","V Summersea","","Baie Vaseuse / Midgard","42","12"
"679","","Claude","","HC=61&amp;HR=21&amp;HCM=52&amp;HRM=14","Route du Nord","","Plaines du Sabot / Kholf","52","14"
"681","","Vahram","","HC=41&amp;HR=105&amp;HCM=30&amp;HRM=99","Front du feu","","Bassin des Embruns","30","99"
"682","","Bakhtawar","","HC=85&amp;HR=88&amp;HCM=78&amp;HRM=80","Kuacha","","Pays des Caïmans / Jungle Mahoud","78","80"
"683","","Plum","","HC=74&amp;HR=7&amp;HCM=64&amp;HRM=0","Dzag","","Grand Chenal / Terres Sauvages","64","0"
"684","","Hafniar","","HC=86&amp;HR=19&amp;HCM=78&amp;HRM=13","Charb Des Griffes et des Crocs","","Collines Sanglantes / Vielle Forêt","78","13"
"685","","Brumor","","HC=102&amp;HR=16&amp;HCM=94&amp;HRM=10","14 dricks en 95.28","","Vielle Forêt / Terre des Trolls","94","10"
"686","","Claude","","HC=62&amp;HR=11&amp;HCM=54&amp;HRM=5","Poste de fontière de Bois du nord","","Collines de Glace","54","5"
"687","","Claude","","HC=57&amp;HR=11&amp;HCM=50&amp;HRM=5","Contreforts de Lauren","","Collines de Glace / Midgard","50","5"
"688","","Claude","","HC=54&amp;HR=11&amp;HCM=46&amp;HRM=5","La petite gayolle","","Collines de Glace / Midgard","46","5"
"689","","Claude","","HC=61&amp;HR=10&amp;HCM=54&amp;HRM=4","Base des éclaireurs de Cendre-Azur","","Collines de Glace","54","4"
"690","","Bakhtawar","","HC=93&amp;HR=78&amp;HCM=82&amp;HRM=72","Kohuru","","Pont de Terre","82","72"
"691","","Orseac","","HC=89&amp;HR=13&amp;HCM=82&amp;HRM=7","Port Givre Clan des Griffes et des Crocs","","Grande Froide / Vielle Forêt","82","7"
"692","","Morjul","","HC=42&amp;HR=101&amp;HCM=34&amp;HRM=96","gardes côte varaham","","Vallée des Mourants / Bassin des Embruns","34","96"
"693","","Plum","","HC=76&amp;HR=17&amp;HCM=70&amp;HRM=12","Tsetseg","","Collines Sanglantes / Terres Sauvages","70","12"
"694","","Eejil","","HC=72&amp;HR=23&amp;HCM=64&amp;HRM=17","Dragons !!!","","Collines Sanglantes / Crache flammes","64","17"
"695","","Claude","","HC=64&amp;HR=9&amp;HCM=56&amp;HRM=3","Materne","","Collines de Glace","56","3"
"696","","Claude","","HC=63&amp;HR=9&amp;HCM=56&amp;HRM=3","Tula","","Collines de Glace","56","3"
"697","","Claude","","HC=61&amp;HR=9&amp;HCM=54&amp;HRM=3","Frondaison de Noirbois","","Collines de Glace","54","3"
"698","","Claude","","HC=54&amp;HR=10&amp;HCM=46&amp;HRM=4","Bellecollines","","Collines de Glace","46","4"
"699","","Claude","","HC=66&amp;HR=10&amp;HCM=58&amp;HRM=4","Aran","","Collines de Glace","58","4"
"700","","Claude","","HC=65&amp;HR=9&amp;HCM=58&amp;HRM=3","Clairbois","","Collines de Glace","58","3"
"701","","Claude","","HC=63&amp;HR=10&amp;HCM=56&amp;HRM=4","Claire Colline","","Collines de Glace","56","4"
"702","","Claude","","HC=64&amp;HR=10&amp;HCM=56&amp;HRM=4","Basse Colline","","Collines de Glace","56","4"
"703","","Claude","","HC=67&amp;HR=10&amp;HCM=60&amp;HRM=4","Serf vidé","","Collines de Glace","60","4"
"704","","Claude","","HC=66&amp;HR=11&amp;HCM=58&amp;HRM=5","Grosses Racines","","Collines de Glace","58","5"
"705","","Claude","","HC=65&amp;HR=11&amp;HCM=58&amp;HRM=5","Caillou dans l&apos;sabot","","Collines de Glace","58","5"
"706","","Claude","","HC=57&amp;HR=10&amp;HCM=50&amp;HRM=5","Morneval","","Collines de Glace","50","5"
"707","","Claude","","HC=53&amp;HR=10&amp;HCM=46&amp;HRM=5","Buisson Vermillon","","Collines de Glace","46","5"
"708","","Claude","","HC=67&amp;HR=12&amp;HCM=60&amp;HRM=6","Chapelle des Valeureux","","Collines de Glace","60","6"
"709","","Claude","","HC=58&amp;HR=12&amp;HCM=50&amp;HRM=6","Au Repos de Feu","","Collines de Glace / Midgard","50","6"
"710","","Claude","","HC=68&amp;HR=12&amp;HCM=60&amp;HRM=6","Chenal valloné","","Collines de Glace / Grand Chenal","60","6"
"711","","Claude","","HC=69&amp;HR=13&amp;HCM=62&amp;HRM=7","Bulag","","Collines de Glace / Grand Chenal","62","7"
"712","","Claude","","HC=68&amp;HR=14&amp;HCM=60&amp;HRM=8","Matad-or","","Collines de Glace / Grand Chenal / Plaines du Sabot / Collines Sanglantes","60","8"
"713","","Claude","","HC=67&amp;HR=13&amp;HCM=60&amp;HRM=7","Colline de Givrefrost","","Collines de Glace","60","7"
"714","","Claude","","HC=67&amp;HR=14&amp;HCM=60&amp;HRM=8","Serleg","","Collines de Glace / Plaines du Sabot","60","8"
"715","","Claude","","HC=69&amp;HR=14&amp;HCM=62&amp;HRM=8","Croisée des Collines","","Collines de Glace / Grand Chenal / Plaines du Sabot / Collines Sanglantes","62","8"
"717","","Altamen","","HC=66&amp;HR=6&amp;HCM=58&amp;HRM=0","Vision Air Positions ennemies","","Collines de Glace","58","0"
"718","","Gobniu","","HC=85&amp;HR=24&amp;HCM=78&amp;HRM=18","17 dricks","","Collines Sanglantes / Vielle Forêt","78","18"
"719","","Empire","","HC=102&amp;HR=81&amp;HCM=96&amp;HRM=75","pêcheur de bakthawar","","Pont de Terre / Mer Intérieure","96","75"
"720","","Gobniu","","HC=84&amp;HR=24&amp;HCM=78&amp;HRM=18","8 dricks","","Collines Sanglantes / Vielle Forêt","78","18"
"721","","Altamen","","HC=63&amp;HR=15&amp;HCM=52&amp;HRM=11","Vision Feu Positions ennemies","","Plaines du Sabot","52","11"
"722","","Eejil","","HC=78&amp;HR=7&amp;HCM=70&amp;HRM=2","Suhbataar (Cerf-Feuille)","","Grand Chenal / Terres Sauvages","70","2"
"723","","Claude","","HC=49&amp;HR=17&amp;HCM=44&amp;HRM=11","Plaine de Mortebise (Buzardie)","","Baie Vaseuse","44","11"
"724","","Claude","","HC=49&amp;HR=16&amp;HCM=42&amp;HRM=10","Tombeau des nixies (Trinité)","","Baie Vaseuse","42","10"
"725","","Madmage","","HC=52&amp;HR=16&amp;HCM=44&amp;HRM=10","Forteresse de cendre-azur","","Baie Vaseuse / Plaines du Sabot / Midgard","44","10"
"726","","Madmage","","HC=79&amp;HR=72&amp;HCM=72&amp;HRM=66","condottiero fortezza","","Grand Ecrin","72","66"
"727","","Amasse","","HC=23&amp;HR=53&amp;HCM=12&amp;HRM=44","Monkey Island","","Ile de Feu","12","44"
"728","","Madmage","","HC=61&amp;HR=7&amp;HCM=54&amp;HRM=1","Oeil de Caragern","","Collines de Glace","54","1"
"729","","Amasse","","HC=60&amp;HR=59&amp;HCM=52&amp;HRM=52","Début Sérénissime","","La Verte / La Sérénissime","52","52"
"731","","Madmage","","HC=69&amp;HR=59&amp;HCM=62&amp;HRM=53","Sérénissime","","La Verte / Le Grenier / La Sérénissime","62","53"
"732","","Eejil","","HC=80&amp;HR=45&amp;HCM=72&amp;HRM=39","Ruines elfiques de la forêt centrale","","Forêt Centrale","72","39"
"733","","Brumor","","HC=86&amp;HR=24&amp;HCM=80&amp;HRM=18","taniere 86.24","","Collines Sanglantes / Vielle Forêt / Pays Dur","80","18"
"735","","Amasse","","HC=25&amp;HR=38&amp;HCM=12&amp;HRM=36","Ile NAQUO - Utopia","","Cercle des Brisants / Mer de Saumure","12","36"
"736","","Brumor","","HC=80&amp;HR=16&amp;HCM=72&amp;HRM=10","8 dricks en 80.16","","Collines Sanglantes / Terres Sauvages","72","10"
"737","","Brumor","","HC=75&amp;HR=13&amp;HCM=68&amp;HRM=7","11 dricks en 75.13","","Grand Chenal / Terres Sauvages","68","7"
"738","","Ottokar","","HC=22&amp;HR=53&amp;HCM=26&amp;HRM=51","Port-La-Rafle","","Ile de Feu","26","51"
"739","","Brumor","","HC=74&amp;HR=13&amp;HCM=68&amp;HRM=7","20 dricks en 74.13","","Grand Chenal / Terres Sauvages","68","7"
"740","","Mahoud","","HC=74&amp;HR=90&amp;HCM=66&amp;HRM=84","Trajet : Mahoudneh - Kuacha","","Pays des Caïmans / Jungle Mahoud","66","84"
"742","","Mahoud","","HC=83&amp;HR=95&amp;HCM=70&amp;HRM=85","Bandari (Port)","","Jungle Mahoud / Repaire du dragon","70","85"
"743","","Morjul","","HC=51&amp;HR=54&amp;HCM=44&amp;HRM=48","Jungle des Raflés","","Golfe de Pierre / Onad","44","48"
"744","","Brumor","","HC=73&amp;HR=14&amp;HCM=66&amp;HRM=7","caverne en 73.14","","Grand Chenal / Collines Sanglantes / Terres Sauvages","66","7"
"745","","Ottokar","","HC=65&amp;HR=60&amp;HCM=58&amp;HRM=54","La Sérénissime","","La Verte / La Sérénissime","58","54"
"746","","Boisbande","","HC=44&amp;HR=56&amp;HCM=36&amp;HRM=51","Début Jungle de la Rafle","","Golfe de Pierre / Onad","36","51"
